id|drop_mesh1|icon|durability|weight|material|crystallizable|stackable|family|grade
9109|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9110|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9111|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9112|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9113|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9114|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9115|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9116|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9117|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9118|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9119|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9120|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9121|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9122|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9123|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9124|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9125|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9126|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9127|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9130|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9131|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9132|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9133|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9134|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9135|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_1_i00|-1|100|0|0|2|0|0
9139|Dropitems.drop_santas_cap_m002_a|icon.accessory_santas_cap_i00|-1|10|18|0|0|0|0
9142|DropItems.drop_pig_coin_m00|icon.etc_pig_adena_i01|-1|0|18|0|2|0|0
9143|DropItems.drop_pig_coin_m00|icon.etc_pig_adena_i00|-1|0|18|0|2|0|0
9144|dropitems.drop_jewel_box_m00|icon.etc_jewel_box_i00|-1|100|0|0|2|0|0
9146|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9147|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9148|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9149|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9150|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9151|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9152|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9153|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9154|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9155|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
9156|dropitems.drop_scroll_m00|icon.etc_scroll_of_return_i01|-1|120|18|0|2|1|0
9157|dropitems.drop_scroll_m00|icon.etc_scroll_of_resurrection_i01|-1|120|18|0|2|1|0
9161|Dropitems.drop_santas_cap_m002_a|icon.accessory_santas_antler_i00|-1|10|18|0|0|0|0
9162|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9163|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9164|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9165|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9166|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9167|dropitems.drop_sack_m00|icon.etc_sign_i00|-1|10|53|0|2|5|0
9168|dropitems.drop_sack_m00|icon.etc_stone_piece_i00|-1|2|53|0|2|6|0
9169|dropitems.drop_sack_m00|icon.etc_trans_form_i00|-1|2|53|0|2|6|0
9170|dropitems.drop_sack_m00|icon.etc_madicine_bottle_i00|-1|2|53|0|2|6|0
9171|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i00|-1|20|0|0|2|0|0
9172|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i01|-1|20|0|0|2|0|0
9173|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i03|-1|20|0|0|2|0|0
9174|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i04|-1|20|0|0|2|0|0
9175|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i05|-1|20|0|0|2|0|0
9176|dropitems.drop_sack_m00|icon.etc_wise_man_stone_i02|-1|20|0|0|2|0|0
9205|dropitems.drop_jewel_box_m00|icon.etc_old_key_i02|-1|10|53|0|2|0|0
9206|dropitems.drop_lesser_potion_m00|icon.etc_reagent_white_i00|-1|5|53|0|2|3|0
9207|dropitems.drop_potion_m00|icon.etc_potion_gold_i00|-1|5|53|0|2|3|0
9451|dropitems.drop_sack_m00|icon.etc_armor_soul_i00|-1|60|53|0|2|6|0
9482|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9483|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9484|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9485|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9486|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9487|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9488|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9489|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9490|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9491|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9492|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9493|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9494|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9495|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9496|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9497|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9498|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9499|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9500|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9501|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9502|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9503|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9504|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9505|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9506|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9507|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9508|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9509|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9510|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9511|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9512|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9513|dropitems.drop_scroll_m00|icon.etc_recipe_black_i00|-1|30|53|0|2|5|0
9530|dropitems.drop_piece_of_metal_m00|icon.etc_plate_silver_i00|-1|60|53|0|2|6|0
9531|dropitems.drop_scroll_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9532|dropitems.drop_sack_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9533|dropitems.drop_sack_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9534|dropitems.drop_scroll_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9535|dropitems.drop_leather_m00|icon.etc_leather_gray_i00|-1|60|53|0|2|6|0
9536|dropitems.drop_leather_m00|icon.etc_leather_gray_i00|-1|60|53|0|2|6|0
9537|dropitems.drop_leather_m00|icon.etc_leather_gray_i00|-1|60|53|0|2|6|0
9538|dropitems.drop_sack_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9539|dropitems.drop_scroll_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9540|dropitems.drop_sack_m00|icon.etc_plate_silver_i00|-1|60|53|0|2|6|0
9541|dropitems.drop_leather_m00|icon.etc_leather_gray_i00|-1|60|53|0|2|6|0
9542|dropitems.drop_sack_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9543|dropitems.drop_scroll_m00|icon.etc_pouch_brown_i00|-1|60|53|0|2|6|0
9544|dropitems.drop_leather_m00|icon.etc_leather_gray_i00|-1|60|53|0|2|6|0
9545|dropitems.drop_piece_of_metal_m00|icon.etc_plate_silver_i00|-1|60|53|0|2|6|0
9546|dropitems.drop_sack_m00|icon.etc_fire_stone_i00|-1|1|18|0|2|25|0
9547|dropitems.drop_sack_m00|icon.etc_water_stone_i00|-1|1|18|0|2|25|0
9548|dropitems.drop_sack_m00|icon.etc_earth_stone_i00|-1|1|18|0|2|25|0
9549|dropitems.drop_sack_m00|icon.etc_wind_stone_i00|-1|1|18|0|2|25|0
9550|dropitems.drop_sack_m00|icon.etc_unholy_stone_i00|-1|1|18|0|2|25|0
9551|dropitems.drop_sack_m00|icon.etc_holy_stone_i00|-1|1|18|0|2|25|0
9552|dropitems.drop_sack_m00|icon.etc_fire_crystal_i00|-1|1|18|0|2|25|0
9553|dropitems.drop_sack_m00|icon.etc_water_crystal_i00|-1|1|18|0|2|25|0
9554|dropitems.drop_sack_m00|icon.etc_earth_crystal_i00|-1|1|18|0|2|25|0
9555|dropitems.drop_sack_m00|icon.etc_wind_crystal_i00|-1|1|18|0|2|25|0
9556|dropitems.drop_sack_m00|icon.etc_unholy_crystal_i00|-1|1|18|0|2|25|0
9557|dropitems.drop_sack_m00|icon.etc_holy_crystal_i00|-1|1|18|0|2|25|0
9558|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9559|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9560|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9561|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9562|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9563|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9564|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9565|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9566|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9567|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9568|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9569|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|1|18|0|2|25|0
9570|dropitems.drop_sack_m00|icon.etc_soul_stone_i00|-1|20|23|0|0|1|0
9571|dropitems.drop_sack_m00|icon.etc_soul_stone_i01|-1|20|23|0|0|1|0
9572|dropitems.drop_sack_m00|icon.etc_soul_stone_i02|-1|20|23|0|0|1|0
9573|dropitems.drop_mineral_general_m00|icon.etc_mineral_general_i03|-1|2|53|0|2|0|0
9574|dropitems.drop_mineral_general_m00|icon.etc_mineral_special_i03|-1|2|53|0|2|0|0
9575|dropitems.drop_mineral_rare_m00|icon.etc_mineral_rare_i03|-1|2|53|0|2|0|0
9576|dropitems.drop_mineral_unique_m00|icon.etc_mineral_unique_i03|-1|2|53|0|2|0|0
9593|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i00|-1|0|53|0|2|0|0
9594|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i01|-1|0|53|0|2|0|0
9595|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i02|-1|0|53|0|2|0|0
9596|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i03|-1|0|53|0|2|0|0
9597|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i04|-1|0|53|0|2|0|0
9598|dropitems.drop_sack_m00|icon.etc_seed_of_evil_i05|-1|0|53|0|2|0|0
9599|dropitems.drop_sack_m00|icon.etc_old_evil_book_i00|-1|0|53|0|2|0|0
9600|dropitems.drop_sack_m00|icon.etc_hidden_1st_page_i00|-1|0|53|0|2|0|0
9601|dropitems.drop_sack_m00|icon.etc_hidden_2nd_page_i00|-1|0|53|0|2|0|0
9602|dropitems.drop_sack_m00|icon.etc_old_evil_book_piece_i00|-1|0|53|0|2|0|0
9603|dropitems.drop_sack_m00|icon.etc_talisman_i02|-1|0|53|0|2|0|0
9604|dropitems.drop_sack_m00|icon.etc_talisman_i03|-1|0|53|0|2|0|0
9616|dropitems.drop_sword_body_m00|icon.etc_sword_body_i00|-1|60|53|0|2|6|0
9617|dropitems.drop_sword_body_m00|icon.etc_sword_body_i00|-1|60|53|0|2|6|0
9618|dropitems.drop_sword_body_m00|icon.etc_sword_body_i00|-1|60|53|0|2|6|0
9619|dropitems.drop_cross_stick_m00|icon.etc_branch_gold_i00|-1|60|53|0|2|6|0
9620|dropitems.drop_sword_body_m00|icon.etc_sword_body_i00|-1|60|53|0|2|6|0
9621|dropitems.drop_jewel_box_m00|icon.etc_squares_silver_i00|-1|60|53|0|2|6|0
9622|dropitems.drop_jewel_box_m00|icon.etc_squares_silver_i00|-1|60|53|0|2|6|0
9623|dropitems.drop_jewel_box_m00|icon.etc_squares_silver_i00|-1|60|53|0|2|6|0
9624|dropitems.drop_jewel_box_m00|icon.etc_squares_silver_i00|-1|60|53|0|2|6|0
9625|dropitems.drop_sack_m00|icon.etc_codex_of_giant_i01|-1|10|18|0|2|0|0
9626|dropitems.drop_sack_m00|icon.etc_codex_of_giant_i02|-1|10|18|0|2|0|0
9627|dropitems.drop_sack_m00|icon.etc_codex_of_giant_i03|-1|10|18|0|2|0|0
9628|dropitems.drop_sack_m00|icon.etc_high_gem_black_i00|-1|2|53|0|2|6|0
9629|dropitems.drop_lump_m00|icon.etc_adamantium_i00|-1|2|53|0|2|6|0
9630|dropitems.drop_lump_m00|icon.etc_oricalcum_i00|-1|2|53|0|2|6|0
9631|dropitems.drop_leather_m00|icon.etc_hightes_leather_i00|-1|2|53|0|2|6|0
9632|dropitems.drop_quiver_m00|icon.etc_wooden_bolt_i00|-1|6|13|0|2|27|0
9633|dropitems.drop_quiver_m00|icon.etc_bone_bolt_i00|-1|5|14|0|2|27|1
9634|dropitems.drop_quiver_m00|icon.etc_fine_steel_bolt_i00|-1|4|51|0|2|27|2
9635|dropitems.drop_quiver_m00|icon.etc_silver_bolt_i00|-1|4|4|0|2|27|3
9636|dropitems.drop_quiver_m00|icon.etc_mithril_bolt_i00|-1|3|2|0|2|27|4
9637|dropitems.drop_quiver_m00|icon.etc_shining_bolt_i00|-1|3|47|0|2|27|5
9647|dropitems.drop_scroll_m00|icon.etc_scroll_of_return_i00|-1|30|18|0|2|0|0
9648|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9649|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9650|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9651|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9652|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9653|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9654|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9655|dropitems.drop_scroll_m00|BranchSys2.icon.etc_sb_transform_i00|-1|120|18|0|2|0|0
9668|dropitems.drop_sack_m00|icon.etc_pouch_yellow_i00|-1|10|53|0|2|0|0
9672|dropitems.drop_lesser_potion_m00|icon.etc_magical_bottle_i00|-1|5|53|0|2|0|0
9673|dropitems.drop_lesser_potion_m00|icon.etc_holy_water_i00|-1|5|53|0|2|0|0
9674|dropitems.drop_sack_m00|icon.etc_hs_agit_war_joining_certificate_i00|-1|20|18|0|2|0|0
9675|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|20|18|0|2|0|0
9676|dropitems.drop_sack_m00|icon.etc_ketra_friendship_2_i00|-1|20|18|0|2|0|0
9678|dropitems.drop_crystal_m00|icon.etc_magical_stone_i00|-1|10|53|0|2|6|0
9679|dropitems.drop_spell_book_m00|icon.etc_plan_i00|-1|120|18|0|2|0|0
9680|dropitems.drop_sack_m00|icon.etc_magic_energy_i00|-1|20|18|0|2|0|0
9681|dropitems.drop_sack_m00|icon.etc_magic_energy_i01|-1|20|18|0|2|0|0
9682|dropitems.drop_sack_m00|icon.etc_magic_energy_i02|-1|20|18|0|2|0|0
9683|dropitems.drop_sack_m00|icon.etc_claw_i00|-1|20|18|0|2|0|0
9684|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|20|18|0|2|0|0
9685|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9686|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9687|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9688|dropitems.drop_sack_m00|icon.etc_dynamite_i00|-1|5|53|0|2|3|0
9689|dropitems.drop_sack_m00|icon.etc_talisman_i01|-1|5|53|0|2|3|0
9690|dropitems.drop_lesser_potion_m00|icon.etc_crystal_cave_crystal_i03|-1|20|18|0|2|0|0
9691|dropitems.drop_sack_m00|icon.etc_water_dragon_scale_i00|-1|20|18|0|2|0|0
9692|dropitems.drop_sack_m00|icon.etc_red_coral_i00|-1|20|18|0|2|0|0
9693|dropitems.drop_sack_m00|icon.etc_crystal_piece_i00|-1|20|18|0|2|0|0
9694|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9695|dropitems.drop_crystal_m00|icon.etc_crystal_cave_crystal_i02|-1|20|18|0|2|0|0
9696|dropitems.drop_crystal_m00|icon.etc_crystal_cave_crystal_i01|-1|20|18|0|2|0|0
9697|dropitems.drop_crystal_m00|icon.etc_crystal_cave_crystal_i0|-1|20|18|0|2|0|0
9698|dropitems.drop_jewel_box_m00|icon.etc_crystal_cave_key_i01|-1|10|53|0|2|0|0
9699|dropitems.drop_jewel_box_m00|icon.etc_crystal_cave_key_i02|-1|10|53|0|2|0|0
9700|dropitems.drop_sack_m00|icon.etc_water_dragon_claw_i00|-1|20|18|0|2|0|0
9701|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9702|dropitems.drop_lesser_potion_m00|icon.etc_lesser_potion_red_i00|-1|5|53|0|2|3|0
9703|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9704|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9705|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9706|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9707|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9708|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9709|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9710|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9711|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9712|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9713|dropitems.drop_jewel_box_m00|icon.etc_talisman_i02|-1|5|53|0|2|3|0
9714|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9715|dropitems.drop_jewel_box_m00|icon.etc_old_key_i03|-1|10|53|0|2|0|0
9716|dropitems.drop_scroll_m00|icon.etc_scroll_of_return_i00|-1|0|18|0|2|0|0
9717|dropitems.drop_lesser_potion_m00|icon.etc_spellbook_red_i00|-1|20|18|0|0|0|0
9718|dropitems.drop_lesser_potion_m00|icon.etc_piece_of_paper_white_i00|-1|20|18|0|0|0|0
9719|dropitems.drop_lesser_potion_m00|icon.etc_piece_of_paper_white_i00|-1|0|18|0|0|0|0
9721|dropitems.drop_lesser_potion_m00|icon.etc_instrument_i00|-1|0|8|0|2|0|0
9722|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9723|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9724|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9725|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9726|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9727|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9728|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9729|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9730|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9731|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9732|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9733|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9734|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9735|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9736|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9737|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9738|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9739|dropitems.drop_lesser_potion_m00|icon.etc_resonance_amulet_i00|-1|0|8|0|2|0|0
9740|dropitems.drop_lesser_potion_m00|icon.etc_eyeball_i00|-1|0|8|0|2|0|0
9741|dropitems.drop_lesser_potion_m00|icon.etc_eyeball_i00|-1|0|8|0|2|0|0
9742|dropitems.drop_lesser_potion_m00|icon.etc_eyeball_i00|-1|0|8|0|2|0|0
9743|dropitems.drop_lesser_potion_m00|icon.etc_event_glitter_medal_i00|-1|0|8|0|2|0|0
9744|dropitems.drop_lesser_potion_m00|icon.etc_jewel_red_i00|-1|0|8|0|2|0|0
9745|dropitems.drop_lesser_potion_m00|icon.etc_echo_crystal_i00|-1|0|8|0|2|0|0
9746|dropitems.drop_lesser_potion_m00|icon.etc_feather_white_i00|-1|0|8|0|2|0|0
9747|dropitems.drop_lesser_potion_m00|icon.etc_fang_red_i00|-1|0|8|0|2|0|0
9748|dropitems.drop_lesser_potion_m00|icon.etc_feather_white_i00|-1|0|8|0|2|0|0
9749|dropitems.drop_lesser_potion_m00|icon.etc_pouch_gray_i00|-1|0|8|0|2|0|0
9750|dropitems.drop_lesser_potion_m00|icon.etc_sting_b_i00|-1|0|8|0|2|0|0
9751|dropitems.drop_lesser_potion_m00|icon.etc_bodypart_heart_i00|-1|0|8|0|2|0|0
9752|dropitems.drop_lesser_potion_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
9753|dropitems.drop_lesser_potion_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
9754|dropitems.drop_lesser_potion_m00|icon.etc_pouch_gray_i00|-1|0|8|0|2|0|0
9755|dropitems.drop_lesser_potion_m00|icon.etc_ancient_tablet_i00|-1|0|8|0|2|0|0
9756|dropitems.drop_lesser_potion_m00|icon.etc_roll_of_paper_black_i00|-1|0|8|0|2|0|0
9757|dropitems.drop_lesser_potion_m00|icon.etc_roll_of_paper_red_i00|-1|0|8|0|2|0|0
9758|dropitems.drop_lesser_potion_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
9759|dropitems.drop_lesser_potion_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
9760|dropitems.drop_lesser_potion_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
9761|dropitems.drop_lesser_potion_m00|icon.etc_bodypart_liver_i00|-1|0|8|0|2|0|0
9762|dropitems.drop_lesser_potion_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
9763|dropitems.drop_lesser_potion_m00|icon.etc_piece_of_paper_gray_i00|-1|0|8|0|2|0|0
9764|dropitems.drop_lesser_potion_m00|icon.etc_paper_blue_i00|-1|0|8|0|2|0|0
9765|dropitems.drop_lesser_potion_m00|icon.etc_letter_envelope_i00|-1|0|8|0|2|0|0
9766|dropitems.drop_lesser_potion_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
9767|dropitems.drop_lesser_potion_m00|icon.etc_letter_envelope_i00|-1|0|8|0|2|0|0
9768|dropitems.drop_lesser_potion_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
