id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
2744|a,If you press the <Control Cancel> action button, you can exit the control state at any time.\0|0|79|9B|B0|a,|a,none\0
2745|a,The <Exit Airship> button allows you to disembark before the airship departs.\0|0|79|9B|B0|a,|a,none\0
2746|a,Use the <Depart> button from your Destination Map to make the airship depart.\0|0|79|9B|B0|a,|a,none\0
2747|a,The Destination Map contains convenient travel locations. Clicking on a dot will display how much fuel (EP) is consumed for that location.\0|0|79|9B|B0|a,|a,none\0
2748|a,You have been reported as an illegal program user and cannot report other users.\0|0|79|9B|B0|a,|a,none\0
2749|a,You have reached your crystallization limit and cannot crystallize any more.\0|0|79|9B|B0|a,|a,none\0
2750|a,The $s1 ward has been destroyed! $c2 now has the territory ward.\0|0|79|9B|B0|a,$s1's ward has been captured!\0|a,none\0
2751|a,The character that acquired $s1's ward has been killed.\0|0|79|9B|B0|a,|a,none\0
2752|a,The war for $s1 has been declared.\0|0|79|9B|B0|a,|a,none\0
2753|a,This type of attack is prohibited when allied troops are the target.\0|0|79|9B|B0|a,|a,none\0
2754|a,You cannot be simultaneously registered for PvP matches such as the Olympiad, Underground Coliseum, Aerial Cleft, Kratei's Cube, and Handy's Block Checkers.\0|0|79|9B|B0|a,|a,none\0
2755|a,$c1 has been designated as CAT (Combat Aerial Target).\0|0|79|9B|B0|a,|a,none\0
2756|a,Another player is probably controlling the target.\0|0|79|9B|B0|a,|a,none\0
2757|a,The ship is already moving so you have failed to board.\0|0|79|9B|B0|a,|a,none\0
2758|a,You cannot control the target while a pet or servitor is summoned.\0|0|79|9B|B0|a,|a,none\0
2759|a,When actions are prohibited, you cannot mount a mountable.\0|0|79|9B|B0|a,|a,none\0
2760|a,When actions are prohibited, you cannot control the target.\0|0|79|9B|B0|a,|a,none\0
2761|a,You must target the one you wish to control.\0|0|79|9B|B0|a,|a,none\0
2762|a,You cannot control because you are too far.\0|0|79|9B|B0|a,|a,none\0
2763|a,You cannot enter the battleground while in a party state.\0|0|79|9B|B0|a,|a,none\0
2764|a,You cannot enter because the corresponding alliance channel's maximum number of entrants has been reached.\0|0|79|9B|B0|a,|a,none\0
2765|a,Only the alliance channel leader can attempt entry.\0|0|79|9B|B0|a,|a,none\0
2766|a,Seed of Infinity Stage 1 Attack In Progress\0|0|79|9B|B0|a,|a,none\0
2767|a,Seed of Infinity Stage 2 Attack In Progress\0|0|79|9B|B0|a,|a,none\0
2768|a,Seed of Infinity Conquest Complete\0|0|79|9B|B0|a,|a,none\0
2769|a,Seed of Infinity Stage 1 Defense In Progress\0|0|79|9B|B0|a,|a,none\0
2770|a,Seed of Infinity Stage 2 Defense In Progress\0|0|79|9B|B0|a,|a,none\0
2771|a,Seed of Destruction Attack in Progress\0|0|79|9B|B0|a,|a,none\0
2772|a,Seed of Destruction Conquest Complete\0|0|79|9B|B0|a,|a,none\0
2773|a,Seed of Destruction Defense in Progress\0|0|79|9B|B0|a,|a,none\0
2774|a,You can make another report in $s1-minute(s). You have $s2 point(s) remaining on this account.\0|0|79|9B|B0|a,|a,none\0
2775|a,The match cannot take place because a party member is in the process of boarding.\0|0|79|9B|B0|a,|a,none\0
2776|a,The effect of territory ward is disappearing.\0|0|79|9B|B0|a,|a,none\0
2777|a,The airship summon license has been entered. Your clan can now summon the airship.\0|0|79|9B|B0|a,|a,none\0
2778|a,You cannot teleport while in possession of a ward.\0|0|79|9B|B0|a,|a,none\0
2779|a,Further increase in altitude is not allowed.\0|0|79|9B|B0|a,|a,none\0
2780|a,Further decrease in altitude is not allowed.\0|0|79|9B|B0|a,|a,none\0
2781|a,Number of units: $s1\0|0|79|9B|B0|a,|a,none\0
2782|a,Number of people: $s1\0|0|79|9B|B0|a,|a,none\0
2783|a,No one is left from the opposing team, thus victory is yours.\0|0|79|9B|B0|a,|a,none\0
2784|a,The battleground has been closed. The match has ended in a tie because the match lasted for $s1-minute(s) and $s2-second(s) and the requirements were not met.\0|0|79|9B|B0|a,|a,none\0
2785|a,It's a large scaled airship for transportations and battles and can be owned by the unit of clan.\0|0|79|9B|B0|a,|a,none\0
2786|a,Start action is available only when controlling the airship.\0|0|79|9B|B0|a,|a,none\0
2787|a,$c1 has drained you of $s2 HP.\0|0|79|9B|B0|a,|a,none\0
2788|a,Mercenary participation is requested in $s1 territory.\0|0|79|9B|B0|a,$s1 Mercenary Participation Request!\0|a,none\0
2789|a,Mercenary participation request is cancelled in $s1 territory.\0|0|79|9B|B0|a,$s1 Mercenary Participation Cancellation!\0|a,none\0
2790|a,Clan participation is requested in $s1 territory.\0|0|79|9B|B0|a,$s1 Clan Participation Request!\0|a,none\0
2791|a,Clan participation request is cancelled in $s1 territory.\0|0|79|9B|B0|a,$s1 Clan Participation Cancellation!\0|a,none\0
2792|a,50 Clan Reputation will be awarded. Do you wish to continue?\0|0|79|9B|B0|a,|a,none\0
2793|a,You must have a minimum of ($s1) people to enter this Instant Zone. Your request for entry is denied.\0|0|79|9B|B0|a,|a,none\0
2794|a,The territory war channel and functions will now be deactivated.\0|0|79|9B|B0|a,|a,none\0
2795|a,You've already requested a territory war in another territory elsewhere.\0|0|79|9B|B0|a,|a,none\0
2796|a,The clan who owns the territory cannot participate in the territory war as mercenaries.\0|0|79|9B|B0|a,|a,none\0
2797|a,It is not a territory war registration period, so a request cannot be made at this time.\0|0|79|9B|B0|a,|a,none\0
2798|a,The territory war will end in $s1-hour(s).\0|0|79|9B|B0|a,|a,none\0
2799|a,The territory war will end in $s1-minute(s).\0|0|79|9B|B0|a,|a,none\0
2800|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2801|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2802|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2803|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2804|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2805|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2806|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2807|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2808|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2809|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2810|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2811|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2812|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2813|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2814|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2815|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2816|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 1 slot.\0|0|79|9B|B0|a,|a,none\0
2817|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 2 slot.\0|0|79|9B|B0|a,|a,none\0
2818|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 3 slot.\0|0|79|9B|B0|a,|a,none\0
2819|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 4 slot.\0|0|79|9B|B0|a,|a,none\0
2820|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 5 slot.\0|0|79|9B|B0|a,|a,none\0
2821|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 6 slot.\0|0|79|9B|B0|a,|a,none\0
2822|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 7 slot.\0|0|79|9B|B0|a,|a,none\0
2823|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 8 slot.\0|0|79|9B|B0|a,|a,none\0
2824|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 9 slot.\0|0|79|9B|B0|a,|a,none\0
2825|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 10 slot.\0|0|79|9B|B0|a,|a,none\0
2826|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 11 slot.\0|0|79|9B|B0|a,|a,none\0
2827|a,Designate a shortcut key for the Flying Transformed Object Exclusive use shortcut window's No 12 slot.\0|0|79|9B|B0|a,|a,none\0
2828|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 1 slot.\0|0|79|9B|B0|a,|a,none\0
2829|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 2 slot.\0|0|79|9B|B0|a,|a,none\0
2830|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 3 slot.\0|0|79|9B|B0|a,|a,none\0
2831|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 4 slot.\0|0|79|9B|B0|a,|a,none\0
2832|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 5 slot.\0|0|79|9B|B0|a,|a,none\0
2833|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 6 slot.\0|0|79|9B|B0|a,|a,none\0
2834|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 7 slot.\0|0|79|9B|B0|a,|a,none\0
2835|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 8 slot.\0|0|79|9B|B0|a,|a,none\0
2836|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 9 slot.\0|0|79|9B|B0|a,|a,none\0
2837|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 10 slot.\0|0|79|9B|B0|a,|a,none\0
2838|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 11 slot.\0|0|79|9B|B0|a,|a,none\0
2839|a,Designate a shortcut key for the Mountable Exclusive use shortcut window's No 12 slot.\0|0|79|9B|B0|a,|a,none\0
2840|a,Execute the designated shortcut's action/skill/macro.\0|0|79|9B|B0|a,|a,none\0
2841|a,Character moves up away from the ground.\0|0|79|9B|B0|a,|a,none\0
2842|a,Character moves toward the ground.\0|0|79|9B|B0|a,|a,none\0
2843|a,Mount moves away from the ground.\0|0|79|9B|B0|a,|a,none\0
2844|a,Mount moves toward the ground.\0|0|79|9B|B0|a,|a,none\0
2845|a,Character or the mount moves forward automatically.\0|0|79|9B|B0|a,|a,none\0
2846|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2847|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2848|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2849|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2850|a,No translation required\0|0|79|9B|B0|a,|a,none\0
2851|a,Stops all movements.\0|0|79|9B|B0|a,|a,none\0
2852|a,Stop the mountable.\0|0|79|9B|B0|a,|a,none\0
2853|a,Character or mount moves to the left.\0|0|79|9B|B0|a,|a,none\0
2854|a,Character or mount moves to the right.\0|0|79|9B|B0|a,|a,none\0
2855|a,No need for translation\0|0|79|9B|B0|a,|a,none\0
2856|a,No need for translation\0|0|79|9B|B0|a,|a,none\0
2875|a,If you join the clan academy, you can become a clan member and learn the game system until you become level 40. If you want more fun, we recommend that you join the clan academy.\0|0|79|9B|B0|a,|a,none\0
2876|a,If you become level 40, the second class change is available. If you complete the second class change, the character's capability is enhanced.\0|0|79|9B|B0|a,|a,none\0
2900|a,$s1-second(s) to the end of territory war!\0|0|79|9B|B0|a,The territory war is ending in $s1-second(s)\0|a,none\0
2901|a,You cannot force attack a member of the same territory.\0|0|79|9B|B0|a,|a,none\0
2902|a,You've acquired the ward. Move quickly to your forces' outpost.\0|0|A0|D7|FE|a,|a,none\0
2903|a,Territory war has begun.\0|0|79|9B|B0|a,Territory war begins now!\0|a,none\0
2904|a,Territory war has ended.\0|0|79|9B|B0|a,|a,none\0
2905|a,Altitude cannot be decreased any further.\0|0|79|9B|B0|a,|a,none\0
2906|a,Altitude cannot be increased any further.\0|0|79|9B|B0|a,|a,none\0
2907|a,You have entered a potentially hostile environment so the airship's speed has been greatly decreased.\0|0|79|9B|B0|a,|a,none\0
2908|a,As you are leaving the hostile environment, the airship's speed has been returned to normal.\0|0|79|9B|B0|a,|a,none\0
2909|a,A servitor or pet cannot be summoned while on an airship.\0|0|79|9B|B0|a,|a,none\0
2910|a,You have entered an incorrect command.\0|0|79|9B|B0|a,|a,none\0
2911|a,You've requested $c1 to be on your Friends List.\0|0|79|9B|B0|a,|a,none\0
2912|a,You've invited $c1 to join your clan.\0|0|79|9B|B0|a,|a,none\0
2913|a,Clan $s1 has succeeded in capturing $s2's territory ward.\0|0|79|9B|B0|a,$s2 ward is captured!\0|a,none\0
2914|a,The territory war will begin in 20 minutes! Territory related functions (i.e.: battleground channel, Disguise Scrolls, Transformations, etc...) can now be used.\0|0|79|9B|B0|a,|a,none\0
2915|a,This clan member cannot withdraw or be expelled while participating in a territory war.\0|0|79|9B|B0|a,|a,none\0
2916|a,$s1 in battle\0|0|79|9B|B0|a,|a,none\0
2917|a,Territories are at peace.\0|0|79|9B|B0|a,|a,none\0
2918|a,Only characters who are level 40 or above who have completed their second class transfer can register in a territory war.\0|0|79|9B|B0|a,|a,none\0
2919|a,While disguised, you cannot operate a private or manufacture store.\0|0|79|9B|B0|a,|a,none\0
2920|a,No more airships can be summoned as the maximum airship limit has been met.\0|0|79|9B|B0|a,Airship\0|a,none\0
2921|a,You cannot board the airship because the maximum number for occupants is met.\0|0|79|9B|B0|a,Airship\0|a,none\0
2922|a,Block Checker will end in 5 seconds!\0|0|79|9B|B0|a,Block Checker will end in 5 seconds!\0|a,none\0
2923|a,Block Checker will end in 4 seconds!!\0|0|79|9B|B0|a,Block Checker will end in 4 seconds!\0|a,none\0
2924|a,You cannot enter a Seed while in a flying transformation state.\0|0|79|9B|B0|a,|a,none\0
2925|a,Block Checker will end in 3 seconds!!!\0|0|79|9B|B0|a,Block Checker will end in 3 seconds!\0|a,none\0
2926|a,Block Checker will end in 2 seconds!!!!\0|0|79|9B|B0|a,Block Checker will end in 2 seconds!\0|a,none\0
2927|a,Block Checker will end in 1 second!!!!!\0|0|79|9B|B0|a,Block Checker will end in 1 second!\0|a,none\0
2928|a,The $c1 team has won.\0|0|79|9B|B0|a,Victory goes to the $c1 team!\0|a,none\0
2929|a,Your request cannot be processed because there's no enough available memory on your graphic card. Please try again after reducing the resolution.\0|0|79|9B|B0|a,|a,none\0
2930|a,A graphic card internal error has occurred. Please install the latest version of the graphic card driver and try again.\0|0|79|9B|B0|a,|a,none\0
2931|a,The system file may have been damaged. After ending the game, please check the file using the Lineage II auto update.\0|0|79|9B|B0|a,|a,none\0
2932|a,$s1 Adena\0|0|79|9B|B0|a,|a,none\0
2933|a,Thomas D. Turkey has appeared. Please save Santa.\0|0|79|9B|B0|a,Please save Santa!\0|a,none\0
2934|a,You have defeated Thomas D. Turkey and rescued Santa.\0|0|79|9B|B0|a,You have rescued Santa!\0|a,none\0
2935|a,You failed to rescue Santa, and Thomas D. Turkey has disappeared.\0|0|79|9B|B0|a,You failed to rescue Santa.\0|a,none\0
2936|a,The disguise scroll cannot be used because it is meant for use in a different territory.\0|0|79|9B|B0|a,|a,none\0
2937|a,A territory owning clan member cannot use a disguise scroll.\0|0|79|9B|B0|a,|a,none\0
2938|a,The disguise scroll cannot be used while you are engaged in a private store or manufacture workshop.\0|0|79|9B|B0|a,|a,none\0
2939|a,A disguise cannot be used when you are in a chaotic state.\0|0|79|9B|B0|a,|a,none\0
2940|a,+3 to +9 enchant success can be improved with special items.\0|0|79|9B|B0|a,|a,none\0
2941|a,The request cannot be completed because the requirements are not met. In order to participate in a team match, all team members must have an Olympiad score of 1 or more.\0|0|79|9B|B0|a,|a,none\0
2942|a,The first gift's remaining resupply time is $s1 hour(s) $s2 minute(s) $s3 second(s).  (If you resummon the Agathion at the gift supply time, the supply time can take an additional 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2943|a,The first gift's remaining resupply time is $s1 minute(s) $s2 second(s). (If you resummon the Agathion at the gift supply time, the supply time can take an additional 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2944|a,The first gift's remaining resupply time is $s1 second(s).  (If you resummon the Agathion at the gift supply time, the supply time can take an additional 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2945|a,The second gift's remaining resupply time is $s1 hour(s) $s2 minute(s) $s3 second(s).  (If you resummon the Agathion at the gift supply time, the supply time can take an additional 1 hour 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2946|a,The second gift's remaining resupply time is $s1 minute(s) $s2 second(s). (If you resummon the Agathion at the gift supply time, the supply time can take an additional 1 hour 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2947|a,The second gift's remaining resupply time is $s1 second(s). (If you resummon the Agathion at the gift supply time, the supply time can take an additional 1 hour 10 minutes.)\0|0|79|9B|B0|a,|a,none\0
2955|a,The territory war exclusive disguise and transformation can be used 20 minutes before the start of the territory war to 10 minutes after its end.\0|0|79|9B|B0|a,|a,none\0
2956|a,A user participating in the Olympiad cannot witness the battle.\0|0|79|9B|B0|a,|a,none\0
2957|a,A character born on February 29 will receive a gift on February 28.\0|0|79|9B|B0|a,|a,none\0
2958|a,An Agathion has already been summoned.\0|0|79|9B|B0|a,|a,none\0
2959|a,Your account has been temporarily restricted due to your speculated abnormal methods of gameplay. If you did not employ abnormal means to play the game, please visit the website and go through the personal verification process to lift the restriction. Please refer to the Support Center on the NCSOFT website (http://us.ncsoft.com/en/support) for more details.\0|0|79|9B|B0|a,|a,none\0
2960|a,You need a(n) $s1.\0|0|79|9B|B0|a,|a,none\0
2961|a,You need $s2 $s1(s).\0|0|79|9B|B0|a,|a,none\0
2962|a,This item cannot be used in the current transformation state.\0|0|79|9B|B0|a,|a,none\0
2963|a,The opponent has not equipped $s1, so $s2 cannot be used.\0|0|79|9B|B0|a,|a,none\0
2964|a,Being appointed as a Noblesse will cancel all related quests. Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
2965|a,You cannot purchase and re-purchase the same type of item at the same time.\0|0|79|9B|B0|a,|a,none\0
2966|a,It's a Payment Request transaction. Please attach the item.\0|0|79|9B|B0|a,|a,none\0
2967|a,You are about to send a regular mail with no fees. Proceed?\0|0|79|9B|B0|a,|a,none\0
2968|a,The mail limit (240) has been exceeded and this cannot be forwarded.\0|0|79|9B|B0|a,|a,none\0
2969|a,The previous mail was forwarded less than 1 minute ago and this cannot be forwarded.\0|0|79|9B|B0|a,|a,none\0
2970|a,You cannot forward in a non-peace zone location.\0|0|79|9B|B0|a,|a,none\0
2971|a,You cannot forward during an exchange.\0|0|79|9B|B0|a,|a,none\0
2972|a,You cannot forward because the private store or workshop is in progress.\0|0|79|9B|B0|a,|a,none\0
2973|a,You cannot forward during an item enhancement or attribute enhancement.\0|0|79|9B|B0|a,|a,none\0
2974|a,The item that you're trying to send cannot be forwarded because it isn't proper.\0|0|79|9B|B0|a,|a,none\0
2975|a,You cannot forward because you don't have enough Adena.\0|0|79|9B|B0|a,|a,none\0
2976|a,You cannot receive in a non-peace zone location.\0|0|79|9B|B0|a,|a,none\0
2977|a,You cannot receive during an exchange.\0|0|79|9B|B0|a,|a,none\0
2978|a,You cannot receive because the private store or workshop is in progress.\0|0|79|9B|B0|a,|a,none\0
2979|a,You cannot receive during an item enhancement or attribute enhancement.\0|0|79|9B|B0|a,|a,none\0
2980|a,You cannot receive because you don't have enough Adena.\0|0|79|9B|B0|a,|a,none\0
2981|a,You could not receive because your inventory is full.\0|0|79|9B|B0|a,|a,none\0
2982|a,You cannot cancel in a non-peace zone location.\0|0|79|9B|B0|a,|a,none\0
2983|a,You cannot cancel during an exchange.\0|0|79|9B|B0|a,|a,none\0
2984|a,You cannot cancel because the private store or workshop is in progress.\0|0|79|9B|B0|a,|a,none\0
2985|a,You cannot cancel during an item enhancement or attribute enhancement.\0|0|79|9B|B0|a,|a,none\0
2986|a,Please set the amount of Adena to send.\0|0|79|9B|B0|a,|a,none\0
2987|a,Please set the amount of Adena to receive.\0|0|79|9B|B0|a,|a,none\0
2988|a,You could not cancel receipt because your inventory is full.\0|0|79|9B|B0|a,|a,none\0
2989|a,Dimensional item $s1 is being used.\0|0|79|9B|B0|a,|a,none\0
2990|a,$s2 unit(s) of dimensional item $s1 were consumed.\0|0|79|9B|B0|a,|a,none\0
2991|a,True input must be entered by someone over 15 years old.\0|0|79|9B|B0|a,|a,none\0
2992|a,Please choose the 2nd stage type.\0|0|79|9B|B0|a,|a,none\0
2993|a,If the Command Channel leader leaves the party matching room, then the sessions ends. Do you really wish to exit the room?\0|0|79|9B|B0|a,|a,none\0
2994|a,The Command Channel matching room was cancelled.\0|0|79|9B|B0|a,|a,none\0
2995|a,This Command Channel matching room is already cancelled.\0|0|79|9B|B0|a,|a,none\0
2996|a,You cannot enter the Command Channel matching room because you do not meet the requirements.\0|0|79|9B|B0|a,|a,none\0
2997|a,You exited from the Command Channel matching room.\0|0|79|9B|B0|a,|a,none\0
2998|a,You were expelled from the Command Channel matching room.\0|0|79|9B|B0|a,|a,none\0
2999|a,The Command Channel affiliated party's party member cannot use the matching screen.\0|0|79|9B|B0|a,|a,none\0
3000|a,The Command Channel matching room was created.\0|0|79|9B|B0|a,|a,none\0
3001|a,The Command Channel matching room information was edited.\0|0|79|9B|B0|a,|a,none\0
3002|a,When the recipient doesn't exist or the character has been deleted, sending mail is not possible.\0|0|79|9B|B0|a,|a,none\0
3003|a,$c1 entered the Command Channel matching room.\0|0|79|9B|B0|a,|a,none\0
3004|a,I'm sorry to give you a satisfactory response.\\n\\nIf you send your comments regarding the unsatisfying parts, we will be able to provide even greater service.\\n\\nPlease send us your comments.\0|4|79|9B|B0|a,|a,popup\0
3005|a,This skill cannot be enhanced.\0|0|79|9B|B0|a,|a,none\0
3006|a,$s1 PC Points were withdrawn.\0|0|79|9B|B0|a,|a,none\0
3007|a,Shyeed's roar filled with wrath rings throughout the Stakato Nest.\0|0|79|9B|B0|a,Shyeed's appearance!!!\0|a,none\0
3008|a,The mail has arrived.\0|0|79|9B|B0|a,|a,none\0
3009|a,Mail successfully sent.\0|0|79|9B|B0|a,|a,none\0
3010|a,Mail successfully returned.\0|0|79|9B|B0|a,|a,none\0
3011|a,Mail successfully cancelled.\0|0|79|9B|B0|a,|a,none\0
3012|a,Mail successfully received.\0|0|79|9B|B0|a,|a,none\0
3013|a,$c1 has successfully enchanted a +$s2 $s3.\0|0|79|9B|B0|a,|a,none\0
3014|a,Do you wish to erase the selected mail?\0|0|79|9B|B0|a,|a,none\0
3015|a,Please select the mail to be deleted.\0|0|79|9B|B0|a,|a,none\0
3016|a,Item selection is possible up to 8.\0|0|79|9B|B0|a,|a,none\0
3017|a,You cannot use any skill enhancing system under your status. Check out the PC's current status.\0|0|79|9B|B0|a,|a,none\0
3018|a,You cannot use skill enhancing system functions for the skills currently not acquired.\0|0|79|9B|B0|a,|a,none\0
3019|a,You cannot send a mail to yourself.\0|0|79|9B|B0|a,|a,none\0
3020|a,When not entering the amount for the payment request, you cannot send any mail.\0|0|79|9B|B0|a,|a,none\0
3021|a,Stand-by for the game to begin\0|0|79|9B|B0|a,|a,none\0
3022|a,All 4 of Kasha's Eyes have appeared.\0|0|79|9B|B0|a,All 4 of Kasha's Eyes have appeared.\0|a,none\0
3023|a,A great curse can be felt from Kasha's Eyes!\0|0|79|9B|B0|a,A great curse can be felt from Kasha's Eyes!\0|a,none\0
3024|a,Defeat Kasha's Eyes to lift the great curse!\0|0|79|9B|B0|a,Defeat Kasha's Eyes to lift the great curse!\0|a,none\0
3025|a,$s2 has made a payment of $s1 Adena per your payment request mail.\0|0|79|9B|B0|a,|a,none\0
3026|a,You cannot use the skill enhancing function on this level. You can use the corresponding function on levels higher than Lv. 76.\0|0|79|9B|B0|a,|a,none\0
3027|a,You cannot use the skill enhancing function in this class. You can use corresponding function when completing the third class change.\0|0|79|9B|B0|a,|a,none\0
3028|a,You cannot use the skill enhancing function in this state. You can enhance skills when not in battle, and cannot use the function while transformed, in battle, on a mount, or while the skill is on cooldown.\0|0|79|9B|B0|a,|a,none\0
3029|a,$s1 returned the mail.\0|0|79|9B|B0|a,|a,none\0
3030|a,You cannot cancel sent mail since the recipient received it.\0|0|79|9B|B0|a,|a,none\0
3031|a,By using the skill of Einhasad's holy sword, defeat the evil Lilims!\0|0|0|FF|FF|a,By using the skill of Einhasad's holy sword, defeat the evil Lilims!\0|a,none\0
3032|a,In order to help Anakim, activate the sealing device of the Emperor who is possessed by the evil magical curse! Magical curse is very powerful, so we must be careful!\0|0|0|FF|FF|a,Activate the Emperor's sealing device!\0|a,none\0
3033|a,By using the invisible skill, sneak into the Dawn's document storage!\0|0|0|FF|FF|a,By using the invisible skill, sneak into the Dawn's document storage!\0|a,none\0
3034|a,The door in front of us is the entrance to the Dawn's document storage! Approach to the Code Input Device!\0|0|0|FF|FF|a,Approach to the Code Input Device in front of the door!\0|a,none\0
3035|a,My power's weakening. Please activate the sealing device possessed by Lilith' magical curse!\0|0|0|FF|FF|a,|a,none\0
3036|a,You, such a fool! The victory over this war belongs to Shilen!\0|0|0|FF|FF|a,|a,none\0
3037|a,Male guards can detect the concealment but the female guards cannot.\0|0|0|FF|FF|a,|a,none\0
3038|a,Female guards notice the disguises from far away better than the male guards do, so beware.\0|0|0|FF|FF|a,|a,none\0
3039|a,By using the holy water of Einhasad, open the door possessed by the curse of flames.\0|0|0|FF|FF|a,|a,none\0
3040|a,By using the Court Wizard's Magic Staff, open the door on which the magician's barrier is placed.\0|0|0|FF|FF|a,|a,none\0
3041|a,Around fifteen hundred years ago, the lands were riddled with heretics,\0|0|79|9B|B0|a,|a,none\0
3042|a,worshippers of Shilen, the Goddess of Death...\0|0|79|9B|B0|a,|a,none\0
3043|a,But a miracle happened at the enthronement of Shunaiman, the first emperor.\0|0|79|9B|B0|a,|a,none\0
3044|a,Anakim, an angel of Einhasad, came down from the skies,\0|0|79|9B|B0|a,|a,none\0
3045|a,surrounded by sacred flames and three pairs of wings.\0|0|79|9B|B0|a,|a,none\0
3046|a,Thus empowered, the Emperor launched a war against 'Shilen's People.'\0|0|79|9B|B0|a,|a,none\0
3047|a,The emperor's army led by Anakim attacked 'Shilen's People' relentlessly,\0|0|79|9B|B0|a,|a,none\0
3048|a,but in the end some survivors managed to hide in underground Catacombs.\0|0|79|9B|B0|a,|a,none\0
3049|a,A new leader emerged, Lilith, who sought to summon Shilen from the afterlife,\0|0|79|9B|B0|a,|a,none\0
3050|a,and to rebuild the Lilim army within the eight Necropolises.\0|0|79|9B|B0|a,|a,none\0
3051|a,Now, in the midst of impending war, the merchant of Mammon struck a deal.\0|0|79|9B|B0|a,|a,none\0
3052|a,He supplies Shunaiman with war funds in exchange for protection.\0|0|79|9B|B0|a,|a,none\0
3053|a,And right now the document we're looking for is that contract.\0|0|79|9B|B0|a,|a,none\0
3054|a,Finally you're here! I'm Anakim, I need your help.\0|0|79|9B|B0|a,|a,none\0
3055|a,It's the seal devices... I need you to destroy them while I distract Lilith!\0|0|79|9B|B0|a,|a,none\0
3056|a,Please hurry. I don't have much time left!\0|0|79|9B|B0|a,|a,none\0
3057|a,For Einhasad!\0|0|79|9B|B0|a,|a,none\0
3058|a,Em.bry.o..\0|0|79|9B|B0|a,|a,none\0
3059|a,$s1 did not receive it during the waiting time, so it was returned automatically.\0|0|79|9B|B0|a,|a,none\0
3060|a,The sealing device glitters and moves. Activation complete normally!\0|0|0|FF|FF|a,|a,none\0
3061|a,There comes a sound of opening the heavy door from somewhere.\0|0|0|FF|FF|a,|a,none\0
3062|a,Do you want to pay $s1 Adena?\0|0|79|9B|B0|a,|a,none\0
3063|a,Do you really want to forward?\0|0|79|9B|B0|a,|a,none\0
3064|a,You have new mail.\0|0|79|9B|B0|a,|a,none\0
3065|a,Current location: Inside the Chamber of Delusion\0|0|79|9B|B0|a,|a,none\0
3066|a,You cannot receive or send mail with attached items in non-peace zone regions.\0|0|79|9B|B0|a,|a,none\0
3067|a,$s1 canceled the sent mail.\0|0|79|9B|B0|a,|a,none\0
