id|name|description|rgb[0]|rgb[1]|rgb[2]
27006|a,Bhato Bloodspear\0|a,|9C|E8|A9
27007|a,Tanuki Skullcrusher\0|a,|9C|E8|A9
27008|a,Kraacul Blackskull\0|a,|9C|E8|A9
27009|a,Taarq Blackskull\0|a,|9C|E8|A9
27016|a,Nerkas\0|a,Quest Monster\0|0|80|FF
27017|a,Plague Zombie\0|a,Quest Monster\0|0|80|FF
27018|a,Orc Lieutenant\0|a,|9C|E8|A9
27019|a,Orc Captain\0|a,|9C|E8|A9
27020|a,Varool Foulclaw\0|a,Quest Monster\0|0|80|FF
27021|a,Kirunak\0|a,Quest Monster\0|0|80|FF
27022|a,Merkenis\0|a,Quest Monster\0|0|80|FF
27024|a,Undead Priest\0|a,Quest Monster\0|0|80|FF
27029|a,Phantom Salamander\0|a,Quest Monster\0|0|80|FF
27030|a,Water Seer\0|a,Quest Monster\0|0|80|FF
27031|a,Ol Mahum Sentry\0|a,Quest Monster\0|0|80|FF
27032|a,Lizardman Warrior\0|a,Quest Monster\0|0|80|FF
27033|a,Lizardman Lieutenant\0|a,Quest Monster\0|0|80|FF
27034|a,Lizardman Soldier\0|a,Quest Monster\0|0|80|FF
27035|a,Tamil\0|a,Quest Monster\0|0|80|FF
27036|a,Calpico\0|a,Quest Monster\0|0|80|FF
27037|a,Calpico's Pawn\0|a,Quest Monster\0|0|80|FF
27038|a,Cat's Eye Bandit\0|a,Quest Monster\0|0|80|FF
27041|a,Varangka's Messenger\0|a,Quest Monster\0|0|80|FF
27042|a,Orc Escort\0|a,Quest Monster\0|0|80|FF
27043|a,Varangka's Tracker\0|a,Quest Monster\0|0|80|FF
27044|a,Kasha Bear Totem Spirit\0|a,Quest Monster\0|0|80|FF
27045|a,Kuruka Ratman Captain\0|a,Quest Monster\0|0|80|FF
27046|a,Sumi\0|a,Orc Betrayer\0|9C|E8|A9
27047|a,Wanuk\0|a,Orc Betrayer\0|9C|E8|A9
27048|a,Chewba\0|a,Orc Betrayer\0|9C|E8|A9
27049|a,Heitafu\0|a,Orc Betrayer\0|9C|E8|A9
27050|a,Picubo\0|a,Orc Betrayer\0|9C|E8|A9
27051|a,Bumbum\0|a,Orc Betrayer\0|9C|E8|A9
27052|a,Minsku\0|a,Orc Betrayer\0|9C|E8|A9
27053|a,Chuchu\0|a,Orc Betrayer\0|9C|E8|A9
27054|a,Umbar Orc\0|a,Quest Monster\0|0|80|FF
27055|a,Zakan\0|a,Orc Betrayer\0|9C|E8|A9
27056|a,Durka Spirit\0|a,Quest Monster\0|0|80|FF
27058|a,Honey Bear\0|a,Quest Monster\0|0|80|FF
27059|a,Uoph\0|a,Kaboo Chief\0|0|80|FF
27060|a,Kracha\0|a,Kaboo Chief\0|0|80|FF
27061|a,Batoh\0|a,Kaboo Chief\0|0|80|FF
27062|a,Tanukia\0|a,Kaboo Chief\0|0|80|FF
27063|a,Tanukia's Warhound\0|a,Quest Monster\0|0|80|FF
27064|a,Turel\0|a,Kaboo Chief\0|0|80|FF
27065|a,Roko\0|a,Kaboo Chief\0|0|80|FF
27066|a,Roko's Warhound\0|a,Quest Monster\0|0|80|FF
27067|a,Kamut\0|a,Kaboo Chief\0|0|80|FF
27068|a,Murtika\0|a,Kaboo Chief\0|0|80|FF
27069|a,Murtika's Warhound\0|a,Quest Monster\0|0|80|FF
27070|a,Tumran Orc Brigand\0|a,Quest Monster\0|0|80|FF
27077|a,Eva's Unicorn\0|a,Quest Monster\0|0|80|FF
27078|a,Trimden Lord \0|a,Quest Monster\0|0|80|FF
27079|a,Black Willow Lurker\0|a,Quest Monster\0|0|80|FF
27080|a,Pashika the Son Of Voltar\0|a,Quest Monster\0|0|80|FF
27081|a,Vultus the Son Of Voltar\0|a,Quest Monster\0|0|80|FF
27082|a,Enku Orc Prefect\0|a,Quest Monster\0|0|80|FF
27083|a,Makum Bugbear Thug\0|a,Quest Monster\0|0|80|FF
27086|a,Revenant of Tantos Chieftain\0|a,Quest Monster\0|0|80|FF
27088|a,Harpy Matriarch\0|a,Quest Monster\0|0|80|FF
27089|a,Road Collector\0|a,Quest Monster\0|0|80|FF
27090|a,Evil Spirit Kadesh\0|a,Quest Monster\0|0|80|FF
27092|a,Neer's Escort\0|a,Quest Monster\0|0|80|FF
27093|a,Delu Chief Kalkis\0|a,Quest Monster\0|0|80|FF
27094|a,Delu Lizardman Assassin\0|a,Quest Monster\0|0|80|FF
27095|a,Apparition Singing Flower\0|a,Quest Monster\0|0|80|FF
27096|a,Singing Flower of Nightmare\0|a,Quest Monster\0|0|80|FF
27097|a,Singing Flower of Darkness\0|a,Quest Monster\0|0|80|FF
27098|a,Ghost Fire\0|a,Quest Monster\0|0|80|FF
27099|a,Nameless Revenant\0|a,Quest Monster\0|0|80|FF
27100|a,Skeleton Mercenary\0|a,Quest Monster\0|0|80|FF
27101|a,Dre Vanul Prince Zeruel\0|a,Quest Monster\0|0|80|FF
27102|a,Pako the Cat\0|a,Quest Monster\0|0|80|FF
27103|a,Racer the Unicorn\0|a,Quest Monster\0|0|80|FF
27104|a,Shadow Turen\0|a,Quest Monster\0|0|80|FF
27105|a,Mimi the Cat\0|a,Quest Monster\0|0|80|FF
27106|a,Phantasm the Unicorn\0|a,Quest Monster\0|0|80|FF
27107|a,Silhouette Tilfo\0|a,Quest Monster\0|0|80|FF
27108|a,Stenoa Gorgon Queen\0|a,Quest Monster\0|0|80|FF
27109|a,Handmaiden of Stenoa\0|a,Quest Monster\0|0|80|FF
27110|a,Shyslassys\0|a,Quest Monster\0|0|80|FF
27111|a,Cave Basilisk\0|a,Quest Monster\0|0|80|FF
27112|a,Gorr\0|a,Quest Monster\0|0|80|FF
27113|a,Baraham\0|a,Quest Monster\0|0|80|FF
27114|a,Succubus Queen\0|a,Quest Monster\0|0|80|FF
27115|a,Claw Of Succubus\0|a,Quest Monster\0|0|80|FF
27116|a,Lava Salamander\0|a,Quest Monster\0|0|80|FF
27117|a,Nahir\0|a,Quest Monster\0|0|80|FF
27118|a,Black Willow\0|a,Quest Monster\0|0|80|FF
27119|a,Spirit of Sir Herod\0|a,Quest Monster\0|0|80|FF
27120|a,Luelle of the Zephyr Winds\0|a,Quest Monster\0|0|80|FF
27121|a,Actea of the Verdant Wilds\0|a,Quest Monster\0|0|80|FF
27122|a,Leto Lizardman Agent\0|a,Quest Monster\0|0|80|FF
27123|a,Leto Lizardman Captain\0|a,Quest Monster\0|0|80|FF
27124|a,Leto Lizardman Assassin\0|a,Quest Monster\0|0|80|FF
27125|a,Leto Lizardman Sniper\0|a,Quest Monster\0|0|80|FF
27126|a,Leto Lizardman Wizard\0|a,Quest Monster\0|0|80|FF
27127|a,Leto Lizardman Lord\0|a,Quest Monster\0|0|80|FF
27128|a,Aruraune\0|a,Quest Monster\0|0|80|FF
27129|a,Ol Mahum Inspector\0|a,Quest Monster\0|0|80|FF
27130|a,Ol Mahum Betrayer\0|a,Quest Monster\0|0|80|FF
27131|a,Crimson Werewolf\0|a,Quest Monster\0|0|80|FF
27132|a,Krudel Lizardman\0|a,Quest Monster\0|0|80|FF
27133|a,Evil Eye Lord\0|a,Quest Monster\0|0|80|FF
27134|a,Tatoma\0|a,Quest Monster\0|0|80|FF
27135|a,Grima\0|a,Quest Monster\0|0|80|FF
27136|a,Succubus of Seduction\0|a,Quest Monster\0|0|80|FF
27137|a,Demon King\0|a,Quest Monster\0|0|80|FF
27138|a,Great Demon King\0|a,Quest Monster\0|0|80|FF
27139|a,Secret Keeper Tree\0|a,Quest Monster\0|0|80|FF
27140|a,Breka Prefect Haka\0|a,Quest Monster\0|0|80|FF
27141|a,Breka Prefect Jaka\0|a,Quest Monster\0|0|80|FF
27142|a,Breka Prefect Marka\0|a,Quest Monster\0|0|80|FF
27143|a,Windsus Aleph\0|a,Quest Monster\0|0|80|FF
27144|a,Tarlk Raider Athu\0|a,Quest Monster\0|0|80|FF
27145|a,Tarlk Raider Lanka\0|a,Quest Monster\0|0|80|FF
27146|a,Tarlk Raider Triska\0|a,Quest Monster\0|0|80|FF
27147|a,Tarlk Raider Motura\0|a,Quest Monster\0|0|80|FF
27148|a,Tarlk Raider Kalath\0|a,Quest Monster\0|0|80|FF
27149|a,Gremlin Filcher\0|a,Quest Monster\0|0|80|FF
27150|a,Black Legion Stormtrooper\0|a,Quest Monster\0|0|80|FF
27151|a,Delu Lizardman Headhunter\0|a,Quest Monster\0|0|80|FF
27152|a,Marsh Stakato Marquess\0|a,Quest Monster\0|0|80|FF
27153|a,Alexandro Sanches \0|a,Dark Lord\0|9C|E8|A9
27154|a,Bonaparterius\0|a,Abyss King\0|9C|E8|A9
27155|a,Ramsebalius\0|a,Evil Overlord\0|9C|E8|A9
27156|a,Leto Shaman Ketz\0|a,Quest Monster\0|0|80|FF
27157|a,Leto Chief Narak\0|a,Quest Monster\0|0|80|FF
27158|a,Timak Raider Captain Kaikee\0|a,Quest Monster\0|0|80|FF
27159|a,Timak Prefect Okun\0|a,Quest Monster\0|0|80|FF
27160|a,Gok Magok\0|a,Grandis Chief\0|9C|E8|A9
27161|a,Taik Prefect Kakran\0|a,Quest Monster\0|0|80|FF
27162|a,Hatar Chieftain Kubel\0|a,Quest Monster\0|0|80|FF
27163|a,Vanor Elder Kerunos\0|a,Quest Monster\0|0|80|FF
27164|a,Karul Chief Orooto\0|a,Quest Monster\0|0|80|FF
27165|a,Abyssal Jewel 1\0|a,Quest Monster\0|0|80|FF
27166|a,Abyssal Jewel 2\0|a,Quest Monster\0|0|80|FF
27167|a,Abyssal Jewel 3\0|a,Quest Monster\0|0|80|FF
27168|a,Jewel Guardian Mara\0|a,Quest Monster\0|0|80|FF
27169|a,Jewel Guardian Musfel\0|a,Quest Monster\0|0|80|FF
27170|a,Jewel Guardian Pyton\0|a,Quest Monster\0|0|80|FF
27171|a,Ghost of Offering\0|a,Quest Monster\0|0|80|FF
27172|a,Harit Lizardman Zealot\0|a,Quest Monster\0|0|80|FF
27173|a,Box Of Athrea 1\0|a,Quest Monster\0|0|80|FF
27174|a,Box Of Athrea 2\0|a,Quest Monster\0|0|80|FF
27175|a,Box Of Athrea 3\0|a,Quest Monster\0|0|80|FF
27176|a,Box Of Athrea 4\0|a,Quest Monster\0|0|80|FF
27177|a,Box Of Athrea 5\0|a,Quest Monster\0|0|80|FF
27178|a,Blitz Wyrm\0|a,Quest Monster\0|0|80|FF
27179|a,Grave Keymaster\0|a,Quest Monster\0|0|80|FF
27180|a,Imperial Slave\0|a,Quest Monster\0|0|80|FF
27181|a,Imperial Gravekeeper\0|a,Quest Monster\0|0|80|FF
27182|a,Ark Guardian Elberoth\0|a,Quest Monster\0|0|80|FF
27183|a,Ark Guardian Shadowfang\0|a,Quest Monster\0|0|80|FF
27184|a,Angel Killer\0|a,Quest Monster\0|0|80|FF
27185|a,Fairy Tree of Wind\0|a,Quest Monster\0|0|80|FF
27186|a,Fairy Tree of Star\0|a,Quest Monster\0|0|80|FF
27187|a,Twilight Fairy Tree\0|a,Quest Monster\0|0|80|FF
27188|a,Fairy Tree of Abyss\0|a,Quest Monster\0|0|80|FF
27189|a,Soul of Tree Guardian\0|a,Quest Monster\0|0|80|FF
27190|a,Ol Mahum Support Troop\0|a,Quest Monster\0|0|80|FF
27191|a,Malcom\0|a,Quest Monster\0|0|80|FF
27192|a,Succubus Handmaiden\0|a,Quest Monster\0|0|80|FF
27193|a,Goblin Servant\0|a,Quest Monster\0|0|80|FF
27194|a,Julie the Ripper\0|a,Quest Monster\0|0|80|FF
27195|a,Noble Ant\0|a,Quest Monster\0|0|80|FF
27196|a,Bluebacked Alligator\0|a,Quest Monster\0|0|80|FF
27197|a,Bejeweled Alligator\0|a,Quest Monster\0|0|80|FF
27199|a,Crimson Werewolf\0|a,Quest Monster\0|0|80|FF
27200|a,Krudel Lizardman\0|a,Quest Monster\0|0|80|FF
27201|a,|a,|0|80|FF
27202|a,|a,|0|80|FF
27203|a,|a,|0|80|FF
27204|a,|a,|0|80|FF
27205|a,|a,|0|80|FF
27206|a,|a,|0|80|FF
27207|a,|a,|0|80|FF
27208|a,|a,|0|80|FF
27209|a,|a,|0|80|FF
27210|a,|a,|0|80|FF
27211|a,|a,|0|80|FF
27212|a,|a,|0|80|FF
27213|a,|a,|0|80|FF
27214|a,Guardian of Forbidden Knowledge\0|a,Quest Monster\0|0|80|FF
27215|a,Guardian of Forbidden Knowledge\0|a,Quest Monster\0|0|80|FF
27216|a,Guardian of Forbidden Knowledge\0|a,Quest Monster\0|0|80|FF
27217|a,Soul of the Well\0|a,Quest Monster\0|0|80|FF
27218|a,Triol's Pawn\0|a,Quest Monster\0|0|80|FF
27219|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27220|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27221|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27222|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27223|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27224|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27225|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27226|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27227|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27228|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27229|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27230|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27231|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27232|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27233|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27234|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27235|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27236|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27237|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27238|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27239|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27240|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27241|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27242|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27243|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27244|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27245|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27246|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27247|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27248|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27249|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27250|a,Fallen Angel Allector\0|a,Quest Monster\0|0|80|FF
27251|a,Fallen Angel Allector\0|a,Quest Monster\0|0|80|FF
27252|a,Fallen Angel Allector\0|a,Quest Monster\0|0|80|FF
27253|a,Hell Fire\0|a,Quest Monster\0|0|80|FF
27254|a,Unknown Stopper\0|a,Quest Monster\0|0|80|FF
27255|a,Unknown Stopper\0|a,Quest Monster\0|0|80|FF
27256|a,Unknown Stopper\0|a,Quest Monster\0|0|80|FF
27257|a,Archangel Iconoclasis\0|a,Quest Monster\0|0|80|FF
27258|a,Archangel Iconoclasis\0|a,Quest Monster\0|0|80|FF
27259|a,Archangel Iconoclasis\0|a,Quest Monster\0|0|80|FF
27260|a,Archangel Iconoclasis\0|a,Quest Monster\0|0|80|FF
27261|a,Bead of Sacred Flame\0|a,Quest Monster\0|0|80|FF
27262|a,Death Lord Hallate\0|a,Quest Monster\0|0|80|FF
27263|a,Death Lord Hallate\0|a,Quest Monster\0|0|80|FF
27264|a,Death Lord Hallate\0|a,Quest Monster\0|0|80|FF
27265|a,Lich King Icarus\0|a,Quest Monster\0|0|80|FF
27266|a,Fallen Angel Haures\0|a,Quest Monster\0|0|80|FF
27267|a,Fallen Angel Haures\0|a,Quest Monster\0|0|80|FF
27268|a,Haures' Escort\0|a,Quest Monster\0|0|80|FF
27269|a,Fallen Angel Naverius\0|a,Quest Monster\0|0|80|FF
27270|a,Fallen Angel Naverius\0|a,Quest Monster\0|0|80|FF
27271|a,Chimera Golem\0|a,Quest Monster\0|0|80|FF
27272|a,Hallate's Dancer Lillian\0|a,Quest Monster\0|0|80|FF
27273|a,Assassin Pezel\0|a,Quest Monster\0|0|80|FF
27274|a,Fallen Angel Tanakia\0|a,Quest Monster\0|0|80|FF
27275|a,Fallen Angel Tanakia\0|a,Quest Monster\0|0|80|FF
27276|a,Fallen Angel Tanakia\0|a,Quest Monster\0|0|80|FF
27277|a,Fallen Angel Tanakia\0|a,Quest Monster\0|0|80|FF
27278|a,Beleth' Shadow\0|a,Quest Monster\0|0|80|FF
27279|a,Cursed Kesadein\0|a,Quest Monster\0|0|80|FF
27280|a,Fallen Angel Narcissus\0|a,Quest Monster\0|0|80|FF
27281|a,Fallen Angel Metellus\0|a,Quest Monster\0|0|80|FF
27282|a,Dark Angel Othiel\0|a,Quest Monster\0|0|80|FF
27283|a,Grandpapa Askalius\0|a,Quest Monster\0|0|80|FF
27284|a,Flame Evil Spirit Azira\0|a,Quest Monster\0|0|80|FF
27285|a,Lizard's Totem Sharuhi\0|a,Quest Monster\0|0|80|FF
27286|a,Fallen Knight Adhil\0|a,Quest Monster\0|0|80|FF
27287|a,Bound Elf Panacea\0|a,Quest Monster\0|0|80|FF
27288|a,Sword Player Biel\0|a,Quest Monster\0|0|80|FF
27289|a,Ancient Sword Master Iron\0|a,Quest Monster\0|0|80|FF
27290|a,White Wing Commander \0|a,Quest Monster\0|0|80|FF
27291|a,White Wing Fighter\0|a,Quest Monster\0|0|80|FF
27292|a,Fallen Noble Orc Muhark\0|a,Quest Monster\0|0|80|FF
27293|a,Khavatari Uruz\0|a,Quest Monster\0|0|80|FF
27294|a,Overlord Atrus\0|a,Quest Monster\0|0|80|FF
27295|a,Sharuhi Mouth Mudaha\0|a,Quest Monster\0|0|80|FF
27296|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27297|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27298|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27299|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27300|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27301|a,Monument Watchman Ezekiel\0|a,Quest Monster\0|0|80|FF
27302|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27303|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27304|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27305|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27306|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27307|a,Monument Defender Azrael\0|a,Quest Monster\0|0|80|FF
27308|a,Assassin Frost\0|a,Quest Monster\0|0|80|FF
27309|a,Minervia Van Hacken\0|a,Quest Monster\0|0|80|FF
27310|a,Kitanis Van Hacken\0|a,Quest Monster\0|0|80|FF
27311|a,Judgment Hound Dog Kelvas\0|a,Quest Monster\0|0|80|FF
27312|a,Mysterious Servitor\0|a,Quest Monster\0|0|80|FF
27313|a,Vision Guardian Shakiel\0|a,Quest Monster\0|0|80|FF
27314|a,Vision Guardian Shakiel\0|a,Quest Monster\0|0|80|FF
27315|a,Vision Guardian Shakiel\0|a,Quest Monster\0|0|80|FF
27316|a,Fallen Chieftain Vegus\0|a,Quest Monster\0|0|80|FF
27317|a,Restrainer of Splendor\0|a,Quest Monster\0|0|80|FF
27318|a,Wendy's Guardian\0|a,Quest Monster\0|0|80|FF
27319|a,Black Leopard\0|a,Quest Monster\0|0|80|FF
27320|a,Timora Orc\0|a,Quest Monster\0|0|80|FF
27321|a,Bruin Lizardman\0|a,Quest Monster\0|0|80|FF
27322|a,Picot Araneid\0|a,Quest Monster\0|0|80|FF
27323|a,Divine Emissary\0|a,Quest Monster\0|0|80|FF
27324|a,Vision Guardian Eranus\0|a,Quest Monster\0|0|80|FF
27325|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27326|a,Archangel Kanriel\0|a,Quest Monster\0|0|80|FF
27327|a,Zakorel's Executor\0|a,Quest Monster\0|0|80|FF
27328|a,Zakorel\0|a,Quest Monster\0|0|80|FF
27329|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27332|a,Guardian Angel\0|a,Quest Monster\0|0|80|FF
27333|a,Crimson Duchess\0|a,Quest Monster\0|0|80|FF
27334|a,Halisha's Archon\0|a,Quest Monster\0|0|80|FF
27335|a,Dark Angel Othiel\0|a,Quest Monster\0|0|80|FF
27336|a,Crimson Lady\0|a,Quest Monster\0|0|80|FF
27337|a,Ol Mahum Officer Tak\0|a,Quest Monster\0|0|80|FF
27338|a,Fallen Angel\0|a,Quest Monster\0|0|80|FF
27339|a,Cruma Marshlands Traitor\0|a,Quest Monster\0|0|80|FF
27340|a,Tracker\0|a,|9C|E8|A9
27341|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27342|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27343|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27344|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27345|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27346|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27347|a,Guard of the Oracle of Dawn\0|a,|9C|E8|A9
27348|a,Guard of the Oracle of Dawn\0|a,|9C|E8|A9
27349|a,Guard of the Oracle of Dawn\0|a,|9C|E8|A9
27350|a,Guard of the Oracle of Dawn\0|a,|9C|E8|A9
27351|a,Guard of the Dawn\0|a,|9C|E8|A9
27352|a,Guard of the Oracle of Dawn\0|a,|9C|E8|A9
27353|a,Lilim Butcher\0|a,|9C|E8|A9
27354|a,Lilim Magus\0|a,|9C|E8|A9
27355|a,Lilim Knight-Errant\0|a,|9C|E8|A9
27356|a,Lilim Marauder\0|a,|9C|E8|A9
27357|a,Lilim Priest\0|a,|9C|E8|A9
27358|a,Lilim Knight\0|a,|9C|E8|A9
27359|a,Lilim Slayer\0|a,|9C|E8|A9
27360|a,Lilim Great Magus\0|a,|9C|E8|A9
27361|a,Lilim Royal Knight\0|a,|9C|E8|A9
27362|a,Lilim Butcher\0|a,|9C|E8|A9
27363|a,Lilim Magus\0|a,|9C|E8|A9
27364|a,Lilim Knight-Errant\0|a,|9C|E8|A9
27365|a,Lilim Marauder\0|a,|9C|E8|A9
27366|a,Lilim Priest\0|a,|9C|E8|A9
27367|a,Lilim Knight\0|a,|9C|E8|A9
27368|a,Lilim Slayer\0|a,|9C|E8|A9
27369|a,Lilim Great Magus\0|a,|9C|E8|A9
27370|a,Lilim Royal Knight\0|a,|9C|E8|A9
27371|a,Lilim Butcher\0|a,|9C|E8|A9
27372|a,Lilim Magus\0|a,|9C|E8|A9
27373|a,Lilim Knight-Errant\0|a,|9C|E8|A9
27374|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27375|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27376|a,Lilim Knight\0|a,|9C|E8|A9
27377|a,Lilim Slayer\0|a,|9C|E8|A9
27378|a,Lilim Great Magus\0|a,|9C|E8|A9
27379|a,Lilim Royal Knight\0|a,|9C|E8|A9
27380|a,Reckless Water Spirit\0|a,Quest Monster\0|9C|E8|A9
27381|a,Reckless Wind Spirit\0|a,Quest Monster\0|9C|E8|A9
27382|a,Power of Seal Isolation\0|a,|9C|E8|A9
27383|a,Power of Seal Isolation\0|a,|9C|E8|A9
27384|a,Seal Device\0|a,Emperor Shunaiman's\0|9C|E8|A9
27385|a,Lilith\0|a,Holy Mother of Abyss\0|9C|E8|A9
27386|a,Lilith' Agent\0|a,|9C|E8|A9
27387|a,Lilith' Escort\0|a,|9C|E8|A9
27388|a,Anakim\0|a,Flames of Sacred Fire\0|9C|E8|A9
27389|a,Anakim's Guardian\0|a,|9C|E8|A9
27390|a,Anakim's Royal Guard\0|a,|9C|E8|A9
27391|a,Anakim's Executor\0|a,|9C|E8|A9
27392|a,Bloody Axe Subordinate\0|a,|9C|E8|A9
27393|a,Headless Knight\0|a,|9C|E8|A9
27394|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27395|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27396|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27397|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27398|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27399|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27400|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27401|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27402|a,Shilen's Evil Thoughts\0|a,|9C|E8|A9
27403|a,Trainee of Rest\0|a,|9C|E8|A9
27404|a,Supplicant of Rest\0|a,|9C|E8|A9
27405|a,Monastic Pilgrim\0|a,|9C|E8|A9
27406|a,Monastic Crusader\0|a,|9C|E8|A9
27407|a,Solina Lay Brother\0|a,|9C|E8|A9
27408|a,Solina Savior\0|a,|9C|E8|A9
27409|a,Solina Knight Captain\0|a,|9C|E8|A9
27410|a,Solina Knights\0|a,|9C|E8|A9
27411|a,Divinity Manager\0|a,|9C|E8|A9
27412|a,Divinity Supervisor\0|a,|9C|E8|A9
27413|a,Divinity Fighter\0|a,|9C|E8|A9
27414|a,Divinity Magus\0|a,|9C|E8|A9
27415|a,Solina Guide\0|a,|9C|E8|A9
27416|a,Relic Manager Golem\0|a,|9C|E8|A9
27417|a,Mutant Archer\0|a,|9C|E8|A9
27418|a,Mutant Knight\0|a,|9C|E8|A9
27419|a,Divinity Watchman\0|a,|9C|E8|A9
27420|a,Solina Instructor\0|a,|9C|E8|A9
27421|a,Creature of Twilight\0|a,|9C|E8|A9
27422|a,Creature of Twilight\0|a,|9C|E8|A9
27423|a,Creature of Twilight\0|a,|9C|E8|A9
27424|a,Creature of Twilight\0|a,|9C|E8|A9
27425|a,Death Wound\0|a,Shilen's Creation\0|9C|E8|A9
27426|a,Death Wound\0|a,Shilen's Creation\0|9C|E8|A9
27427|a,Death Wound\0|a,Shilen's Creation\0|9C|E8|A9
27428|a,Death Wound\0|a,Shilen's Creation\0|9C|E8|A9
27429|a,Death Wound\0|a,Shilen's Creation\0|9C|E8|A9
27430|a,Screaming Shaman\0|a,Resurrected\0|9C|E8|A9
27431|a,Slayer\0|a,Resurrected\0|9C|E8|A9
27432|a,Tracker\0|a,Resurrected\0|9C|E8|A9
27433|a,Priest of Darkness\0|a,Resurrected\0|9C|E8|A9
27434|a,Guardian of Darkness \0|a,Resurrected\0|9C|E8|A9
27435|a,Victim's Spirit\0|a,|9C|E8|A9
27436|a,Resurrected Chaos\0|a,|9C|E8|A9
27437|a,Krakia Bathus\0|a,Tyrr Warrior\0|9C|E8|A9
27438|a,Krakia Carcass\0|a,Yul Archer\0|9C|E8|A9
27439|a,Krakia Lotus\0|a,Wynn Summoner\0|9C|E8|A9
27440|a,Rakzan\0|a,Sigel Knight\0|9C|E8|A9
27441|a,Weiss Khan\0|a,Feoh Wizard\0|9C|E8|A9
27442|a,Bamonti\0|a,Othell Rogue\0|9C|E8|A9
27443|a,Seknus\0|a,Iss Enchanter\0|9C|E8|A9
27444|a,Noctum\0|a,Watchman of the Seal\0|9C|E8|A9
27445|a,Harnak's Wraith\0|a,Giant's Watchman\0|9C|E8|A9
27446|a,Demonic Bathus\0|a,Watchman of the Seal\0|9C|E8|A9
27447|a,Demonic Carcass\0|a,Watchman of the Seal\0|9C|E8|A9
27448|a,Demonic Rakzan\0|a,Watchman of the Seal\0|9C|E8|A9
