id|drop_mesh1|icon|durability|weight|material|crystallizable|body_part|handness|random_damage|weapon_type|crystal_type|mp_consume|SS_count|SPS_count|curvature|is_hero
19955|LineageWeapons2.R90_soryu_m00_wp|icon.weapon_soryu_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
19956|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
19957|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
19958|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
19959|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
19960|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
19961|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
19962|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19963|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19964|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19965|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
19966|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
19967|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
19968|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
19969|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
19970|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
19971|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
19972|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
19973|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
19974|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
19975|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
19976|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
19977|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
19978|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
19979|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
19980|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_aspeda_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
19981|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_aspeda_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
19982|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_aspeda_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
19983|LineageWeapons2.R90_estia_m00_wp|icon.weapon_estia_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19984|LineageWeapons2.R90_estia_m00_wp|icon.weapon_estia_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19985|LineageWeapons2.R90_estia_m00_wp|icon.weapon_estia_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
19986|LineageWeapons2.R90_polion_m00_wp|icon.weapon_polion_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
19987|LineageWeapons2.R90_polion_m00_wp|icon.weapon_polion_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
19988|LineageWeapons2.R90_polion_m00_wp|icon.weapon_polion_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
19989|LineageWeapons2.R90_batista_m00_wp|icon.weapon_batista_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
19990|LineageWeapons2.R90_batista_m00_wp|icon.weapon_batista_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
19991|LineageWeapons2.R90_batista_m00_wp|icon.weapon_batista_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
19992|LineageWeapons2.R_fantasma_m00_wp|icon.weapon_fantasma_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
19993|LineageWeapons2.R_fantasma_m00_wp|icon.weapon_fantasma_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
19994|LineageWeapons2.R_fantasma_m00_wp|icon.weapon_fantasma_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
19995|LineageWeapons2.R90_soryu_m00_wp|icon.weapon_soryu_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
19996|LineageWeapons2.R90_soryu_m00_wp|icon.weapon_soryu_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
19997|LineageWeapons2.R90_soryu_m00_wp|icon.weapon_soryu_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
19998|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
19999|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30000|LineageWeapons2.R90_grabathus_m00_wp|icon.weapon_grabathus_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30001|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30002|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30003|LineageWeapons2.R90_shayaka_m00_wp|icon.weapon_shyayaka_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30004|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30005|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30006|LineageWeapons2.R90_kaynon_m00_wp|icon.weapon_kaynon_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30007|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30008|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30009|LineageWeapons2.R90_anatrian_m00_wp|icon.weapon_anatrian_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30010|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30011|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30012|LineageWeapons2.R90_grangkaz_m00_wp|icon.weapon_grangkaz_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30013|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30014|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30015|LineageWeapons2.R90_estia_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30016|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30017|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30018|LineageWeapons2.R90_aspeda_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30019|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30020|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30021|LineageWeapons2.R90_batista_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30022|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30023|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30024|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30025|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30026|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30027|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30028|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30029|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30030|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30031|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30032|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30033|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30034|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30035|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30036|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30037|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30038|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30039|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30040|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30041|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30042|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30043|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30044|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30045|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30046|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30047|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30048|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30049|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30050|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30051|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30052|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30053|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30054|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30055|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30056|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30057|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30058|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30059|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30060|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30061|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30062|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30063|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30064|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30065|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30066|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_phasian_i01|-1|1520|8|1|27|12|5|3|8|0|1|1|1000|-1
30067|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30068|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30069|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_pasis_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30070|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30071|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30072|LineageWeapons2.R90_volver_m00_wp|icon.weapon_volver_i01|-1|1740|8|1|7|2|10|1|8|0|1|1|1000|-1
30073|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30074|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30075|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_raksilion_i01|-1|1740|51|1|27|1|20|2|8|0|1|1|1000|-1
30076|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30077|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30078|LineageWeapons2.R90_kirche_m00_wp|icon.weapon_kirche_i01|-1|1550|8|1|7|7|5|5|8|0|1|1|1000|-1
30079|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30080|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30081|LineageWeapons2.R90_grave_m00_wp|icon.weapon_grave_i01|-1|2010|6|1|7|4|10|4|8|0|1|1|1000|-1
30082|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30083|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30084|LineageWeapons2.R90_spina_dorsi_m00_wp|icon.weapon_spina_i01|-1|1520|8|1|7|5|5|6|8|0|1|1|1000|-1
30085|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30086|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30087|LineageWeapons2.R95_medianox_m00_wp|icon.weapon_medianox_i01|-1|1580|8|1|7|11|5|17|8|0|1|1|1000|-1
30088|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30089|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30090|LineageWeapons2.R90_imerose_m00_wp|icon.weapon_imerose_i01|-1|1520|8|1|27|1|10|1|8|0|1|1|1000|-1
30091|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30092|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30093|LineageWeapons2.R95_yuke_m00_wp|icon.weapon_yuke_i01|-1|1080|13|1|27|1|20|2|8|0|1|1|1000|-1
30094|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30095|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30096|LineageWeapons2.R90_herencia_m00_wp|icon.weapon_herencia_i01|-1|1080|13|1|7|4|20|2|8|0|1|1|1000|-1
30097|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30098|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30099|LineageWeapons2.R90_pasis_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|8|0|1|1|1000|-1
30100|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30101|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30102|LineageWeapons2.R90_phasian_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|8|0|1|1|1000|-1
30103|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30104|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30105|LineageWeapons2.R90_raksilion_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|8|0|1|1|1000|-1
30106|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_ignicion_i01|-1|1520|8|1|27|12|5|3|9|0|1|1|1000|-1
30107|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_ignicion_i01|-1|1520|8|1|27|12|5|3|9|0|1|1|1000|-1
30108|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_ignicion_i01|-1|1520|8|1|27|12|5|3|9|0|1|1|1000|-1
30109|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_ninfea_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30110|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_ninfea_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30111|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_ninfea_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30112|LineageWeapons2.R95_skia_m00_wp|icon.weapon_skia_i01|-1|1740|8|1|7|2|10|1|9|0|1|1|1000|-1
30113|LineageWeapons2.R95_skia_m00_wp|icon.weapon_skia_i01|-1|1740|8|1|7|2|10|1|9|0|1|1|1000|-1
30114|LineageWeapons2.R95_skia_m00_wp|icon.weapon_skia_i01|-1|1740|8|1|7|2|10|1|9|0|1|1|1000|-1
30115|LineageWeapons2.R95_ikeon_m00_wp|icon.weapon_ikeon_i01|-1|1740|51|1|27|1|20|2|9|0|1|1|1000|-1
30116|LineageWeapons2.R95_ikeon_m00_wp|icon.weapon_ikeon_i01|-1|1740|51|1|27|1|20|2|9|0|1|1|1000|-1
30117|LineageWeapons2.R95_ikeon_m00_wp|icon.weapon_ikeon_i01|-1|1740|51|1|27|1|20|2|9|0|1|1|1000|-1
30118|LineageWeapons2.R95_deodos_m00_wp|icon.weapon_deodos_i01|-1|1550|8|1|7|7|5|5|9|0|1|1|1000|-1
30119|LineageWeapons2.R95_deodos_m00_wp|icon.weapon_deodos_i01|-1|1550|8|1|7|7|5|5|9|0|1|1|1000|-1
30120|LineageWeapons2.R95_deodos_m00_wp|icon.weapon_deodos_i01|-1|1550|8|1|7|7|5|5|9|0|1|1|1000|-1
30121|LineageWeapons2.R95_transgredi_m00_wp|icon.weapon_transgredi_i01|-1|2010|6|1|7|4|10|4|9|0|1|1|1000|-1
30122|LineageWeapons2.R95_transgredi_m00_wp|icon.weapon_transgredi_i01|-1|2010|6|1|7|4|10|4|9|0|1|1|1000|-1
30123|LineageWeapons2.R95_transgredi_m00_wp|icon.weapon_transgredi_i01|-1|2010|6|1|7|4|10|4|9|0|1|1|1000|-1
30124|LineageWeapons2.R95_solenas_m00_wp|icon.weapon_solenas_i01|-1|1520|8|1|7|5|5|6|9|0|1|1|1000|-1
30125|LineageWeapons2.R95_solenas_m00_wp|icon.weapon_solenas_i01|-1|1520|8|1|7|5|5|6|9|0|1|1|1000|-1
30126|LineageWeapons2.R95_solenas_m00_wp|icon.weapon_solenas_i01|-1|1520|8|1|7|5|5|6|9|0|1|1|1000|-1
30127|LineageWeapons2.R90_lapis_m00_wp|icon.weapon_lapis_i01|-1|1580|8|1|7|11|5|17|9|0|1|1|1000|-1
30128|LineageWeapons2.R90_lapis_m00_wp|icon.weapon_lapis_i01|-1|1580|8|1|7|11|5|17|9|0|1|1|1000|-1
30129|LineageWeapons2.R90_lapis_m00_wp|icon.weapon_lapis_i01|-1|1580|8|1|7|11|5|17|9|0|1|1|1000|-1
30130|LineageWeapons2.R95_zihel_m00_wp|icon.weapon_zihel_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30131|LineageWeapons2.R95_zihel_m00_wp|icon.weapon_zihel_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30132|LineageWeapons2.R95_zihel_m00_wp|icon.weapon_zihel_i01|-1|1520|8|1|27|1|10|1|9|0|1|1|1000|-1
30133|LineageWeapons2.R95_alacer_m00_wp|icon.weapon_alacer_i01|-1|1080|13|1|27|1|20|2|9|0|1|1|1000|-1
30134|LineageWeapons2.R95_alacer_m00_wp|icon.weapon_alacer_i01|-1|1080|13|1|27|1|20|2|9|0|1|1|1000|-1
30135|LineageWeapons2.R95_alacer_m00_wp|icon.weapon_alacer_i01|-1|1080|13|1|27|1|20|2|9|0|1|1|1000|-1
30136|LineageWeapons2.R95_rupen_m00_wp|icon.weapon_rupe_i01|-1|1080|13|1|7|4|20|2|9|0|1|1|1000|-1
30137|LineageWeapons2.R95_rupen_m00_wp|icon.weapon_rupe_i01|-1|1080|13|1|7|4|20|2|9|0|1|1|1000|-1
30138|LineageWeapons2.R95_rupen_m00_wp|icon.weapon_rupe_i01|-1|1080|13|1|7|4|20|2|9|0|1|1|1000|-1
30139|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|9|0|1|1|1000|-1
30140|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|9|0|1|1|1000|-1
30141|LineageWeapons2.R95_ninfea_m00_wp|icon.weapon_r_dualsword_i21|-1|1520|8|1|7|3|10|8|9|0|1|1|1000|-1
30142|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|9|0|1|1|1000|-1
30143|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|9|0|1|1|1000|-1
30144|LineageWeapons2.R_ignicion_m00_wp|icon.weapon_r_dualdagger_i21|-1|2050|8|1|7|10|10|15|9|0|1|1|1000|-1
30145|LineageWeapons2.R95_ikeon_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|9|0|1|1|1000|-1
30146|LineageWeapons2.R95_ikeon_m00_wp|icon.weapon_r_dualblunt_i21|-1|1740|51|1|7|13|20|18|9|0|1|1|1000|-1
